rank,lat_cell,lon_cell,records,active_days,priority_score_0_100,police_station,junction,peak_hour_IST,peak_hour_count,peak_hour_share,top_weekday,avg_violation_severity_1_5,avg_vehicle_obstruction_1_5,top_violations,top_vehicle_types,sample_location
364,12.908,77.6,140,22,24.99,J.P. Nagar,BTP130 - GD Mara Junction,11:00-11:59,35,0.25,Monday,2.09,1.09,NO PARKING (137); WRONG PARKING (4); PARKING IN A MAIN ROAD (4),SCOOTER (92); MOTOR CYCLE (41); PASSENGER AUTO (4),"Bannerghatta Main Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
365,12.991,77.588,135,29,24.97,High ground,BTP032 - Windsor Circle,04:00-04:59,27,0.2,Saturday,2.0,1.0,WRONG PARKING (135); DEFECTIVE NUMBER PLATE (4),SCOOTER (116); MOTOR CYCLE (19),"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
366,13.187,77.681,274,57,24.9,Chikkajala,No Junction,04:00-04:59,81,0.2956,Saturday,2.03,3.01,WRONG PARKING (220); NO PARKING (54); PARKING IN A MAIN ROAD (3),CAR (267); MAXI-CAB (5); VAN (1),"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
367,12.998,77.541,138,16,24.9,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar",09:00-09:59,39,0.2826,Tuesday,2.0,1.42,WRONG PARKING (137); NO PARKING (1),SCOOTER (70); MOTOR CYCLE (39); CAR (25),"Dr Siddaiah Puranik Marg, Bhimajyothi LIC Colony, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
368,13.184,77.679,110,60,24.87,Chikkajala,No Junction,13:00-13:59,17,0.1545,Friday,2.82,2.97,NO PARKING (94); PARKING IN A MAIN ROAD (28); WRONG PARKING (16),CAR (63); MAXI-CAB (41); LGV (2),"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)"
369,13.122,77.631,179,39,24.8,Chikkajala,No Junction,13:00-13:59,56,0.3128,Friday,3.5,2.26,NO PARKING (153); PARKING IN A MAIN ROAD (81); WRONG PARKING (31),CAR (71); SCOOTER (40); MAXI-CAB (32),"Bagaluru Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
370,12.973,77.615,216,62,24.77,Halasur,No Junction,04:00-04:59,70,0.3241,Tuesday,2.07,2.64,NO PARKING (191); WRONG PARKING (27); DEFECTIVE NUMBER PLATE (4),PASSENGER AUTO (67); CAR (65); MAXI-CAB (51),"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India"
371,12.977,77.546,107,26,24.74,Vijayanagara,BTP068 - Veeresh Theatre Junction,03:00-03:59,16,0.1495,Wednesday,2.06,1.37,NO PARKING (73); WRONG PARKING (34); PARKING IN A MAIN ROAD (2),MOTOR CYCLE (43); SCOOTER (42); CAR (13),"1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
372,12.926,77.677,379,63,24.72,Bellandur,No Junction,04:00-04:59,70,0.1847,Wednesday,2.01,2.68,WRONG PARKING (190); NO PARKING (189); DEFECTIVE NUMBER PLATE (4),PASSENGER AUTO (125); CAR (120); MAXI-CAB (89),"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
373,12.974,77.623,252,60,24.71,Halasur,No Junction,04:00-04:59,81,0.3214,Sunday,2.11,2.56,NO PARKING (239); WRONG PARKING (14); PARKING IN A MAIN ROAD (7),CAR (113); MAXI-CAB (52); PASSENGER AUTO (34),"Old Madras Road, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)"
374,12.934,77.69,301,40,24.66,HAL Old Airport,No Junction,06:00-06:59,68,0.2259,Friday,3.79,1.63,NO PARKING (255); WRONG PARKING (192); PARKING IN A MAIN ROAD (179),SCOOTER (126); MOTOR CYCLE (68); CAR (54),"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
375,12.995,77.697,240,40,24.65,Mahadevapura,No Junction,11:00-11:59,82,0.3417,Sunday,2.9,2.63,NO PARKING (166); WRONG PARKING (78); PARKING IN A MAIN ROAD (62),CAR (110); PASSENGER AUTO (82); SCOOTER (20),"Whitefield Road, Phoenix Marketcity, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-5600"
376,12.995,77.696,385,39,24.63,Mahadevapura,No Junction,11:00-11:59,86,0.2234,Sunday,2.98,2.59,NO PARKING (215); WRONG PARKING (183); PARKING IN A MAIN ROAD (89),PASSENGER AUTO (261); CAR (97); SCOOTER (7),"Whitefield Road, Phoenix Marketcity, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-5600"
377,13.018,77.532,153,31,24.54,Rajajinagar,No Junction,11:00-11:59,50,0.3268,Wednesday,3.54,2.63,NO PARKING (88); PARKING IN A MAIN ROAD (78); WRONG PARKING (65),CAR (71); SCOOTER (20); PASSENGER AUTO (16),"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
378,12.973,77.617,158,54,24.53,Halasur,No Junction,04:00-04:59,69,0.4367,Saturday,2.19,2.54,NO PARKING (145); WRONG PARKING (21); DEFECTIVE NUMBER PLATE (12),PASSENGER AUTO (122); CAR (17); MAXI-CAB (12),"Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
379,12.842,77.647,307,61,24.51,Electronic City,No Junction,12:00-12:59,123,0.4007,Sunday,2.02,1.91,WRONG PARKING (237); NO PARKING (70); DEFECTIVE NUMBER PLATE (2),CAR (106); MOTOR CYCLE (84); SCOOTER (84),"Neeladri Road, Neeladri Nagar, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
380,12.97,77.646,169,52,24.3,Jeevanbheemanagar,No Junction,13:00-13:59,34,0.2012,Saturday,2.93,2.59,NO PARKING (135); PARKING IN A MAIN ROAD (49); WRONG PARKING (47),CAR (126); SCOOTER (24); MOTOR CYCLE (9),"12th Main Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
381,12.935,77.691,166,44,24.29,HAL Old Airport,No Junction,03:00-03:59,46,0.2771,Tuesday,3.25,2.27,NO PARKING (111); WRONG PARKING (85); PARKING IN A MAIN ROAD (62),SCOOTER (47); MOTOR CYCLE (29); MAXI-CAB (22),"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
382,13.03,77.537,201,68,24.27,Yeshwanthpura,No Junction,09:00-09:59,43,0.2139,Tuesday,2.31,2.23,WRONG PARKING (195); DEFECTIVE NUMBER PLATE (63); PARKING IN A MAIN ROAD (17),MOTOR CYCLE (50); LGV (48); SCOOTER (45),"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
383,12.932,77.696,108,15,24.2,HAL Old Airport,No Junction,06:00-06:59,42,0.3889,Wednesday,3.81,3.0,WRONG PARKING (72); PARKING IN A MAIN ROAD (65); NO PARKING (61),MAXI-CAB (75); CAR (18); PASSENGER AUTO (8),"BSR Paradise Road, Prestige Sunnyside Oak, Bhoganahalli, Bengaluru, Karnataka. Pin-560103 (India)"
384,13.063,77.592,114,38,24.19,Kodigehalli,No Junction,13:00-13:59,56,0.4912,Friday,2.57,2.78,WRONG PARKING (109); DOUBLE PARKING (9); PARKING NEAR ROAD CROSSING (8),CAR (91); SCOOTER (10); LGV (3),"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
385,12.989,77.599,379,68,24.14,Shivajinagar,No Junction,04:00-04:59,62,0.1636,Thursday,2.06,2.1,WRONG PARKING (274); NO PARKING (107); DEFECTIVE NUMBER PLATE (16),CAR (130); SCOOTER (125); PASSENGER AUTO (60),"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
386,13.009,77.696,200,60,24.11,K.R. Pura,No Junction,23:00-23:59,28,0.14,Wednesday,2.62,2.61,WRONG PARKING (153); NO PARKING (50); PARKING IN A MAIN ROAD (41),CAR (86); SCOOTER (31); PASSENGER AUTO (23),"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
387,13.01,77.698,101,43,24.09,K.R. Pura,No Junction,10:00-10:59,19,0.1881,Sunday,3.73,2.22,WRONG PARKING (70); PARKING IN A MAIN ROAD (58); NO PARKING (37),CAR (41); SCOOTER (19); PASSENGER AUTO (10),"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
388,12.842,77.644,247,64,24.03,Electronic City,No Junction,13:00-13:59,71,0.2874,Sunday,2.05,2.22,NO PARKING (191); WRONG PARKING (56); DEFECTIVE NUMBER PLATE (18),CAR (78); MOTOR CYCLE (57); SCOOTER (57),"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
389,13.009,77.571,211,69,24.02,Malleshwaram,No Junction,08:00-08:59,44,0.2085,Thursday,2.0,2.5,WRONG PARKING (117); NO PARKING (94); DEFECTIVE NUMBER PLATE (2),CAR (143); SCOOTER (32); MOTOR CYCLE (18),"18th Cross Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
390,12.975,77.547,132,22,24.02,Vijayanagara,BTP069 - MC Circle,11:00-11:59,21,0.1591,Wednesday,2.05,1.13,WRONG PARKING (78); NO PARKING (60); DEFECTIVE NUMBER PLATE (4),SCOOTER (94); MOTOR CYCLE (29); CAR (5),"Chord Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
391,13.097,77.6,377,48,24.02,Yelahanka,No Junction,02:00-02:59,200,0.5305,Wednesday,2.03,1.59,NO PARKING (221); WRONG PARKING (156); DEFECTIVE NUMBER PLATE (27),SCOOTER (190); MOTOR CYCLE (78); CAR (50),"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)"
392,12.97,77.647,132,34,24.01,Jeevanbheemanagar,No Junction,13:00-13:59,38,0.2879,Sunday,3.35,2.74,NO PARKING (79); WRONG PARKING (77); PARKING IN A MAIN ROAD (48),CAR (111); SCOOTER (10); OTHERS (5),"12th Main Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
393,12.907,77.628,148,30,23.99,Madiwala,No Junction,12:00-12:59,38,0.2568,Saturday,4.4,1.51,NO PARKING (133); PARKING IN A MAIN ROAD (117); WRONG PARKING (32),SCOOTER (52); MOTOR CYCLE (50); PASSENGER AUTO (35),"Begur Main Road, Vivekananda Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
394,12.912,77.638,389,75,23.97,HSR Layout,No Junction,12:00-12:59,74,0.1902,Sunday,2.01,1.44,NO PARKING (273); WRONG PARKING (116); DEFECTIVE NUMBER PLATE (8),SCOOTER (160); MOTOR CYCLE (142); CAR (86),"14th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (In"
395,13.046,77.75,132,58,23.97,K.R. Pura,No Junction,11:00-11:59,25,0.1894,Wednesday,2.75,2.5,NO PARKING (92); WRONG PARKING (47); PARKING NEAR ROAD CROSSING (23),CAR (52); SCOOTER (18); LGV (17),"1st Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)"
396,12.958,77.701,501,65,23.95,HAL Old Airport,No Junction,10:00-10:59,85,0.1697,Friday,2.34,1.27,NO PARKING (497); PARKING IN A MAIN ROAD (56); DEFECTIVE NUMBER PLATE (10),SCOOTER (220); MOTOR CYCLE (190); CAR (56),"Marathahalli Underpass, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
397,13.028,77.573,293,67,23.9,Sadashivanagar,No Junction,11:00-11:59,60,0.2048,Wednesday,2.01,2.25,WRONG PARKING (197); NO PARKING (96); DEFECTIVE NUMBER PLATE (18),CAR (174); SCOOTER (82); MOTOR CYCLE (24),"80 Feet Road, KGE Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
398,12.887,77.641,116,48,23.89,Hulimavu,No Junction,02:00-02:59,59,0.5086,Saturday,2.0,2.72,WRONG PARKING (115); DEFECTIVE NUMBER PLATE (1); NO PARKING (1),CAR (61); LGV (18); LORRY/GOODS VEHICLE (11),"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
399,12.957,77.703,155,64,23.63,HAL Old Airport,No Junction,03:00-03:59,36,0.2323,Thursday,2.37,2.18,NO PARKING (101); WRONG PARKING (56); PARKING IN A MAIN ROAD (18),CAR (67); SCOOTER (33); MOTOR CYCLE (21),"HAL Airport Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
400,12.933,77.689,198,50,23.61,HAL Old Airport,No Junction,07:00-07:59,43,0.2172,Thursday,2.64,2.61,NO PARKING (150); WRONG PARKING (88); PARKING IN A MAIN ROAD (41),PASSENGER AUTO (127); CAR (48); SCOOTER (8),"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)"
401,12.993,77.558,102,10,23.58,Rajajinagar,BTP009 - Prakash Nagar Junction,10:00-10:59,25,0.2451,Friday,2.0,1.49,WRONG PARKING (100); NO PARKING (2); DEFECTIVE NUMBER PLATE (1),SCOOTER (47); MOTOR CYCLE (27); PASSENGER AUTO (12),"7th Cross Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)"
402,12.907,77.629,202,56,23.54,HSR Layout,No Junction,11:00-11:59,47,0.2327,Tuesday,2.53,2.24,WRONG PARKING (158); NO PARKING (52); PARKING IN A MAIN ROAD (36),CAR (66); SCOOTER (53); PASSENGER AUTO (32),"6th Cross Road, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
403,12.926,77.676,214,71,23.53,Bellandur,No Junction,04:00-04:59,31,0.1449,Friday,2.0,2.42,WRONG PARKING (128); NO PARKING (86); DEFECTIVE NUMBER PLATE (6),CAR (61); PASSENGER AUTO (51); MAXI-CAB (35),"Ambalipura Main Road, Bellandur Junction, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
404,12.94,77.584,101,18,23.53,Wilson Garden,"BTP186 - 9th Cross, 4th Main, Jayanagar",11:00-11:59,17,0.1683,Sunday,2.0,1.31,WRONG PARKING (66); NO PARKING (35); DEFECTIVE NUMBER PLATE (2),SCOOTER (73); CAR (15); MOTOR CYCLE (12),"9th Main Road, Block 2, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)"
405,12.987,77.574,174,60,23.47,Sheshadripuram,No Junction,03:00-03:59,37,0.2126,Sunday,2.0,2.95,NO PARKING (130); WRONG PARKING (44); DEFECTIVE NUMBER PLATE (2),CAR (160); SCOOTER (4); MAXI-CAB (4),"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshadripuram, Bengaluru, Karnataka. Pin-56002"
406,12.936,77.693,166,40,23.41,HAL Old Airport,No Junction,03:00-03:59,46,0.2771,Wednesday,3.07,2.38,NO PARKING (104); WRONG PARKING (77); PARKING IN A MAIN ROAD (54),MAXI-CAB (41); CAR (41); PASSENGER AUTO (37),"Embassy Tech Square Main Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
407,13.072,77.588,483,67,23.37,Kodigehalli,No Junction,11:00-11:59,104,0.2153,Monday,2.01,1.17,WRONG PARKING (274); NO PARKING (210); DEFECTIVE NUMBER PLATE (24),SCOOTER (270); MOTOR CYCLE (170); CAR (34),"Sahakar Nagar Road, Olivia, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
408,12.928,77.68,242,46,23.35,Bellandur,No Junction,05:00-05:59,82,0.3388,Wednesday,2.04,2.88,NO PARKING (124); WRONG PARKING (119); PARKING IN A MAIN ROAD (3),MAXI-CAB (153); PASSENGER AUTO (38); CAR (36),"Outer Ring Road, Citilights Libery Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
409,12.964,77.718,395,41,23.23,HAL Old Airport,No Junction,05:00-05:59,114,0.2886,Wednesday,2.0,2.85,WRONG PARKING (392); DEFECTIVE NUMBER PLATE (5); NO PARKING (3),MAXI-CAB (215); PASSENGER AUTO (78); CAR (63),"ITPL Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)"
410,13.04,77.519,170,49,23.22,Peenya,No Junction,11:00-11:59,44,0.2588,Saturday,2.45,2.67,NO PARKING (134); WRONG PARKING (54); DEFECTIVE NUMBER PLATE (24),PASSENGER AUTO (70); CAR (47); SCOOTER (15),"Jalahalli Cross Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
411,12.842,77.645,251,60,23.21,Electronic City,No Junction,12:00-12:59,71,0.2829,Sunday,2.01,2.15,NO PARKING (138); WRONG PARKING (113); DEFECTIVE NUMBER PLATE (8),CAR (80); SCOOTER (64); MOTOR CYCLE (47),"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)"
412,12.935,77.69,383,49,23.18,HAL Old Airport,No Junction,03:00-03:59,88,0.2298,Tuesday,2.71,1.57,NO PARKING (272); WRONG PARKING (161); PARKING IN A MAIN ROAD (88),SCOOTER (185); MOTOR CYCLE (95); BUS (BMTC/KSRTC) (28),"Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
413,13.024,77.585,182,60,23.15,R.T. Nagar,No Junction,10:00-10:59,48,0.2637,Thursday,2.02,2.48,WRONG PARKING (137); NO PARKING (45); DEFECTIVE NUMBER PLATE (5),CAR (94); MOTOR CYCLE (33); PASSENGER AUTO (15),"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
414,12.944,77.698,112,23,23.14,HAL Old Airport,No Junction,06:00-06:59,37,0.3304,Wednesday,3.42,2.8,WRONG PARKING (95); PARKING IN A MAIN ROAD (52); NO PARKING (19),CAR (49); MAXI-CAB (39); PASSENGER AUTO (15),"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
415,12.969,77.575,239,68,23.06,City Market,No Junction,11:00-11:59,44,0.1841,Tuesday,2.09,1.96,WRONG PARKING (147); NO PARKING (99); PARKING IN A MAIN ROAD (4),SCOOTER (101); PASSENGER AUTO (46); LGV (37),"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)"
416,12.97,77.641,237,66,23.05,Jeevanbheemanagar,No Junction,10:00-10:59,42,0.1772,Sunday,2.18,2.0,NO PARKING (215); WRONG PARKING (25); PARKING IN A MAIN ROAD (12),CAR (118); MOTOR CYCLE (60); SCOOTER (54),"Domlur Inner Ring Road, Sony World Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
417,12.978,77.629,133,51,23.04,Jeevanbheemanagar,No Junction,09:00-09:59,29,0.218,Wednesday,3.17,1.72,WRONG PARKING (123); NO PARKING (49); DEFECTIVE NUMBER PLATE (48),SCOOTER (40); MOTOR CYCLE (38); CAR (21),"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)"
418,13.009,77.57,158,60,23.02,Malleshwaram,No Junction,08:00-08:59,33,0.2089,Sunday,2.02,2.78,NO PARKING (81); WRONG PARKING (77); PARKING IN A MAIN ROAD (1),CAR (130); PASSENGER AUTO (7); SCOOTER (7),"18th Cross Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
419,12.999,77.569,391,46,23.01,Malleshwaram,No Junction,07:00-07:59,92,0.2353,Sunday,2.05,2.62,WRONG PARKING (279); NO PARKING (112); PARKING IN A MAIN ROAD (6),CAR (239); PASSENGER AUTO (97); SCOOTER (37),"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
420,12.995,77.571,300,57,22.84,Malleshwaram,No Junction,06:00-06:59,69,0.23,Friday,2.01,2.23,NO PARKING (172); WRONG PARKING (128); DEFECTIVE NUMBER PLATE (5),CAR (134); SCOOTER (69); PASSENGER AUTO (55),"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
421,12.983,77.612,240,61,22.72,Shivajinagar,No Junction,09:00-09:59,38,0.1583,Sunday,2.09,2.39,WRONG PARKING (199); NO PARKING (41); PARKING IN A MAIN ROAD (7),CAR (140); SCOOTER (50); MOTOR CYCLE (23),"Veera Pillai Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
422,12.959,77.716,236,51,22.7,HAL Old Airport,No Junction,06:00-06:59,59,0.25,Saturday,2.04,2.68,WRONG PARKING (235); DEFECTIVE NUMBER PLATE (5); PARKING IN A MAIN ROAD (3),CAR (104); MAXI-CAB (56); MOTOR CYCLE (23),"ITPL Main Road, Embassy Paragon, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)"
423,13.028,77.574,157,49,22.67,Sadashivanagar,No Junction,11:00-11:59,45,0.2866,Wednesday,2.02,2.96,WRONG PARKING (126); NO PARKING (31); DEFECTIVE NUMBER PLATE (5),CAR (144); LGV (6); JEEP (4),"80 Feet Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
424,13.029,77.54,102,52,22.67,Yeshwanthpura,No Junction,10:00-10:59,16,0.1569,Friday,2.65,2.69,NO PARKING (71); WRONG PARKING (31); PARKING IN A MAIN ROAD (16),CAR (47); PASSENGER AUTO (22); SCOOTER (9),"Mumbai Bengaluru Highway, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
425,12.961,77.511,106,54,22.63,Jnanabharathi,No Junction,12:00-12:59,29,0.2736,Thursday,2.17,2.65,NO PARKING (61); WRONG PARKING (48); PARKING IN A MAIN ROAD (5),CAR (79); SCOOTER (10); MOTOR CYCLE (7),"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
426,12.959,77.646,238,50,22.62,Jeevanbheemanagar,No Junction,03:00-03:59,57,0.2395,Friday,2.04,2.75,NO PARKING (237); PARKING ON FOOTPATH (4); DEFECTIVE NUMBER PLATE (3),MAXI-CAB (144); PASSENGER AUTO (49); CAR (20),"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
427,13.188,77.68,147,49,22.48,Devanahalli Airport,No Junction,03:00-03:59,38,0.2585,Tuesday,2.04,3.01,WRONG PARKING (85); NO PARKING (63); USING BLACK FILM/OTHER MATERIALS (6),CAR (126); MAXI-CAB (19); LGV (2),"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
428,12.937,77.693,140,45,22.47,HAL Old Airport,No Junction,04:00-04:59,30,0.2143,Tuesday,2.74,2.48,NO PARKING (108); WRONG PARKING (48); PARKING IN A MAIN ROAD (31),CAR (44); PASSENGER AUTO (35); MAXI-CAB (20),"Outer Ring Road, Featherlite The Address, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
429,12.994,77.663,365,64,22.46,Banaswadi,No Junction,14:00-14:59,94,0.2575,Thursday,2.0,1.2,WRONG PARKING (274); NO PARKING (91); DEFECTIVE NUMBER PLATE (4),SCOOTER (215); MOTOR CYCLE (102); PASSENGER AUTO (15),"Old Madras Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)"
430,12.913,77.626,131,56,22.46,HSR Layout,No Junction,02:00-02:59,37,0.2824,Thursday,2.0,2.54,WRONG PARKING (119); NO PARKING (12); DEFECTIVE NUMBER PLATE (3),CAR (64); SCOOTER (28); LGV (13),"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
431,12.957,77.519,126,44,22.45,Byatarayanapura,No Junction,12:00-12:59,63,0.5,Sunday,2.5,1.52,WRONG PARKING (99); NO PARKING (28); PARKING IN A MAIN ROAD (19),SCOOTER (64); CAR (29); MOTOR CYCLE (26),"Gnana Bharathi Road, Manasa Layout, Nagarbhavi, Bengaluru, Karnataka. Pin-560072 (India)"
432,12.927,77.68,280,45,22.4,Bellandur,No Junction,02:00-02:59,70,0.25,Wednesday,2.01,2.8,WRONG PARKING (247); NO PARKING (34); PARKING IN A MAIN ROAD (1),MAXI-CAB (160); CAR (62); PASSENGER AUTO (38),"Outer Ring Road, Citilights Liberty Apartment, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
433,12.957,77.704,136,35,22.26,HAL Old Airport,No Junction,03:00-03:59,58,0.4265,Monday,2.66,2.11,NO PARKING (82); WRONG PARKING (71); PARKING IN A MAIN ROAD (30),CAR (53); MOTOR CYCLE (30); SCOOTER (27),"HAL Airport Road, SJR Spencer, Ashwath Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
434,12.921,77.665,188,73,22.25,Bellandur,No Junction,06:00-06:59,28,0.1489,Saturday,2.0,1.73,WRONG PARKING (179); NO PARKING (9),SCOOTER (70); MOTOR CYCLE (52); CAR (32),"Outer Ring Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)"
435,12.994,77.571,216,57,22.19,Malleshwaram,No Junction,08:00-08:59,49,0.2269,Thursday,2.0,2.28,NO PARKING (131); WRONG PARKING (85); DEFECTIVE NUMBER PLATE (1),CAR (116); SCOOTER (44); PASSENGER AUTO (27),"Sri Venkataranga Ayangar Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
436,13.048,77.576,452,62,22.14,Kodigehalli,No Junction,10:00-10:59,64,0.1416,Thursday,2.01,1.4,WRONG PARKING (310); NO PARKING (142); DEFECTIVE NUMBER PLATE (40),MOTOR CYCLE (196); SCOOTER (162); CAR (28),"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
437,13.028,77.575,119,43,22.09,Sadashivanagar,No Junction,11:00-11:59,41,0.3445,Wednesday,2.05,2.89,WRONG PARKING (90); NO PARKING (29); DEFECTIVE NUMBER PLATE (3),CAR (110); SCOOTER (3); JEEP (2),"80 Feet Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
